orig_symbol	logFC	logCPM	F	PValue	FDR
4930533K18Rik	-14.335347139894797	9.397711953880377	25101.998273253786	0	0
Cdhr3	-14.335340825828075	9.397293355362585	25080.64317778221	0	0
Smpd2	-14.335331139163262	9.397202460447735	25073.632976901106	0	0
Stamos	-14.335173628360412	9.396481483188506	25032.96967300446	0	0
Gm15138	-14.335166578403388	9.398181395422077	25128.61065005738	0	0
Gm10974	-14.335142759026224	9.39872368192529	25156.705010184305	0	0
Tmem79	-14.335008195087532	9.396023575644824	25005.556294391212	0	0
Mroh2a	-14.33491943316541	9.39816410631329	25127.16103125638	0	0
Tmem86a	-14.334895482356128	9.396986901952571	25059.758009198693	0	0
Gm34081	-14.334867441511532	9.396241572557217	25018.461296447414	0	0
Sdc4	-14.334810517837907	9.397944033829912	25114.36155356022	0	0
Slco4a1	-14.334780387706907	9.396793447696018	25050.348766668245	0	0
Zbtb7b	-14.334763024036917	9.397629229733703	25096.51630679634	0	0
Arap3	-14.334455428916785	9.399256820747336	25183.96090395248	0	0
Ggta1	-14.33441236334094	9.39863582363682	25150.90107094689	0	0
Dnah12	-14.334298219152737	9.39607317966976	25006.496088327327	0	0
Chrna3	-14.334263247510448	9.396688143732131	25043.22948106495	0	0
Prap1	-14.334236192791357	9.398044700266992	25117.66374946631	0	0
Gm47368	-14.334214995972552	9.396561652625964	25035.382231462503	0	0
Inka2	-14.334198404905237	9.399516024581226	25194.240862422048	0	0
Speer4b	-14.334165700569725	9.397424233928929	25085.14898960195	0	0
Gm48984	-14.334154033585678	9.396937263160536	25056.51117295397	0	0
Smo	-14.334074990835056	9.398630197732263	25149.603250567812	0	0
Grwd1	-14.334007710384862	9.396919322679443	25055.139437522514	0	0
Glipr1	-14.333990329381482	9.398393299274838	25137.347620487235	0	0
Hrh1	-14.3339466353361	9.397518996337118	25085.39621479893	0	0
Kcnh6	-14.33388846722465	9.397198343965579	25071.057539386664	0	0
Ecm1	-14.333842444267999	9.397553858148695	25090.71728972364	0	0
Sh2d1a	-14.333832243140135	9.398161756309875	25123.932860393477	0	0
Adamts12	-14.333743114270138	9.396911122886417	25052.729537286472	0	0
Prmt6	-14.333653101020856	9.397119349486013	25065.459044218736	0	0
2010320M18Rik	-14.333650121459529	9.396898622200224	25052.5722507318	0	0
Anxa11	-14.33358009247326	9.397380038066371	25080.890538107622	0	0
Sspn	-14.333574793223512	9.397703415644337	25097.25908636515	0	0
Gm11266	-14.333540033170738	9.39964195532277	25201.135712722724	0	0
Gm14393	-14.333489241326772	9.397093538416984	25065.251934881286	0	0
Gm45495	-14.33327758138179	9.398078741230188	25119.73241362438	0	0
Trim47	-14.333233554324169	9.398502536669787	25141.918207680523	0	0
St6galnac2	-14.33320510835718	9.397632413770054	25093.524526997542	0	0
Gm16754	-14.333125872426473	9.397794561076056	25102.344926450496	0	0
Gm30340	-14.333050416113993	9.39839182000126	25136.28827204523	0	0
Gm35721	-14.332918015626293	9.395918873918001	24995.722537354148	0	0
Zscan2	-14.332885977138492	9.397155555112235	25066.023603068632	0	0
Pak4	-14.332855068469653	9.397557201024297	25086.99857147018	0	0
Sh3tc2	-14.332621643937959	9.396061954730394	25002.02866105308	0	0
Acss3	-14.332574047465162	9.398160475880205	25122.831178332035	0	0
Mkks	-14.332505968566895	9.398474746852475	25139.423171408565	0	0
Kl	-14.332477177647318	9.397770078745813	25099.936601082933	0	0
Gm34517	-14.33238189288183	9.399875739273439	25216.280137128353	0	0
Smg8	-14.332321050289869	9.39799938639509	25111.10973783054	0	0
Paqr6	-14.33227009389821	9.397458918802478	25081.079356570037	0	0
Ddc	-14.332180274012025	9.39796298094586	25110.358638273417	0	0
Ikbke	-14.33213709450067	9.397443142341263	25080.83279506111	0	0
1700108J01Rik	-14.332067429131556	9.396430624052888	25023.85600416494	0	0
Birc3	-14.332061258643567	9.398254975293757	25124.691708236245	0	0
Gm50107	-14.332041513375701	9.398569785054024	25143.380821469655	0	0
Myo1h	-14.331937706105885	9.398394243484105	25134.079033155645	0	0
Gm14817	-14.331876389330573	9.39778572575509	25099.83043778076	0	0
Gm26608	-14.331793797573475	9.396704000397264	25038.939338795164	0	0
Mgst1	-14.331701054232495	9.398604380729266	25143.112208587627	0	0
Nptx2	-14.331599473545705	9.398514688442951	25138.11290245059	0	0
Tm4sf20	-14.3315289713551	9.398695750685356	25150.423069188884	0	0
Lrrc8dos	-14.331512808054422	9.397445164926262	25078.602117406976	0	0
Thtpa	-14.331356839772685	9.39781164891401	25100.55758789018	0	0
Onecut1	-14.331291862895142	9.39714709165627	25065.492347233987	0	0
Gm40055	-14.331223540358756	9.396765605674869	25043.304425012255	0	0
Mroh3	-14.331190660845627	9.40002274521494	25214.954877147575	0	0
Pard6b	-14.331170353230858	9.397141080053878	25062.96861708171	0	0
Sowaha	-14.33114247314282	9.398128199244663	25117.591677879853	0	0
Gm42817	-14.331100413193706	9.39921738960708	25172.73865531105	0	0
Gm30018	-14.330971348724718	9.397539071159207	25084.75931556843	0	0
4930518C09Rik	-14.33096844429313	9.397140932517784	25061.995144296616	0	0
Glp1r	-14.330921330345301	9.39791438644048	25104.85558628661	0	0
Pcdha5	-14.330818857516395	9.396975826119363	25052.410726544495	0	0
Gm27226	-14.330780990645154	9.397627863780317	25087.86292556738	0	0
Atf5	-14.330745037298252	9.398712295423847	25147.06343096169	0	0
Gm42699	-14.330637311307123	9.396741324328215	25039.352906842094	0	0
Mgp	-14.330613040976681	9.397638197971615	25085.39196472268	0	0
Mindy4b-ps	-14.330585243350445	9.397430422950615	25076.23942182725	0	0
Ncapg	-14.330578271691797	9.397703685888109	25092.0129646343	0	0
Notum	-14.330454463645381	9.396101080982547	25002.090020614593	0	0
Adra2a	-14.330439442796022	9.396987088526341	25051.295507047147	0	0
Slc16a12	-14.330377947771568	9.39749897699865	25078.2417097092	0	0
Timeless	-14.33037015627216	9.397457672368628	25077.557744493104	0	0
Gcc1	-14.330221926623992	9.398180987539748	25117.654047434862	0	0
Efna2	-14.330213474554219	9.399111785635839	25169.01554291305	0	0
Myo7a	-14.330191792597084	9.398076721874812	25112.298413238208	0	0
Gm13710	-14.330067900435473	9.398171122841052	25117.913585656264	0	0
Gcnt1	-14.329896952406527	9.39890037066969	25155.14227744863	0	0
Stil	-14.32984452384653	9.398018406320912	25110.088077789896	0	0
Pygl	-14.32970891419069	9.397907387253959	25102.088274901336	0	0
Klhdc9	-14.32954949019879	9.397737731909324	25092.192230106524	0	0
Amn	-14.329176557119307	9.397648305047417	25084.968002510366	0	0
Gm36736	-14.328695900440996	9.396750792660644	25034.741250428488	0	0
Agtr2	-14.328606627804943	9.396151019765531	25000.53800651525	0	0
Gm15832	-14.328412209904975	9.397721986508644	25088.892802505092	0	0
Gm12145	-14.328333204476117	9.396936427049678	25044.15451913054	0	0
Dnase1l2	-14.328321956176971	9.397367539350249	25067.854655455347	0	0
Noxo1	-14.328321579802637	9.399060395925027	25161.575960538466	0	0
Gm44866	-14.328298416343518	9.396318998719163	25008.335175402153	0	0
S100a2	-14.328215045219242	9.398874471620667	25146.757535253873	0	0
Gm36839	-14.328146406118998	9.397769096192981	25090.570892530053	0	0
Cav1	-14.32813750241379	9.399074240032068	25156.48852070238	0	0
Ephx1	-14.32802458403426	9.398835115891131	25149.57987461685	0	0
Gm41293	-14.328000432377673	9.397478742925683	25073.921374568137	0	0
Zfp69	-14.327992148167379	9.398138242890548	25109.58697205922	0	0
Card10	-14.327957577239923	9.397990217093643	25102.837774420026	0	0
Scube2	-14.327923656050753	9.399594631461218	25190.859809853933	0	0
Traf2	-14.327859128702828	9.39749610001763	25074.84449009333	0	0
Acer2	-14.327757910406941	9.39760437087148	25079.204132229315	0	0
Tmem98	-14.327659329385535	9.39732492500957	25065.142349589554	0	0
Dnaaf2	-14.32745841787411	9.396631516463653	25024.335534938735	0	0
A130010J15Rik	-14.327425300736852	9.39853831966833	25131.278321713926	0	0
Zfp709	-14.327413281616682	9.397214363271985	25058.037958698806	0	0
Zfp658	-14.327351394996082	9.399049697375677	25159.360092001552	0	0
4930413F20Rik	-14.3273323763948	9.396403966793457	25011.672971406242	0	0
Gm11521	-14.327234960823635	9.397398942428469	25067.921949068706	0	0
Psmd10	-14.327192974327437	9.398188617074588	25112.09863339588	0	0
Shmt2	-14.32697988045002	9.398078554121716	25105.274681098996	0	0
Exd1	-14.32697121430919	9.395637086787461	24968.35922890175	0	0
C130026L21Rik	-14.326894585630068	9.399022743485716	25157.501876440816	0	0
Metrnl	-14.32684553533614	9.397722699881932	25086.01389415217	0	0
Gm29585	-14.326806379707163	9.397454250057931	25070.148396185883	0	0
Zfp984	-14.326802081823681	9.397777350234785	25089.525891443776	0	0
Steap3	-14.326783736344266	9.39919089867535	25162.766058170204	0	0
Rfc4	-14.326731896384132	9.398915970540758	25149.86382046186	0	0
Naglu	-14.326685927328896	9.398534462972622	25129.910746312948	0	0
Gm29865	-14.3266185389891	9.398464417640774	25128.045261797608	0	0
Syce3	-14.32648554082328	9.397346394156013	25062.327569660192	0	0
Gm30606	-14.32638499509944	9.39638361874498	25008.683572121023	0	0
Arid5a	-14.326311796554377	9.398073171923125	25103.583956388124	0	0
Xrcc3	-14.326304515284878	9.398207441300201	25111.19978287489	0	0
Nmb	-14.32627667882151	9.398637378390708	25134.91759533427	0	0
Espn	-14.326227708121342	9.398600863967088	25132.53441962679	0	0
Meak7	-14.326178685111389	9.397163615465393	25052.01829560949	0	0
Cfap70	-14.326166693467144	9.397585688080126	25074.99912865748	0	0
Gm33508	-14.326112626962201	9.39701868993907	25044.997456046374	0	0
Gm20407	-14.326108308110657	9.398954364618122	25151.06034783816	0	0
Dlec1	-14.326030956628786	9.397535836113335	25074.343198959214	0	0
Dhrs13os	-14.325890228101537	9.399177021306778	25163.614576631328	0	0
Art3	-14.325662641079335	9.397644644941831	25078.916685362317	0	0
Lmf2	-14.325501105314062	9.39803022109874	25099.02141182034	0	0
Crnde	-14.325469495531578	9.397865429253669	25088.706625856892	0	0
Gm31045	-14.32543396053901	9.398119045130287	25106.36802934488	0	0
Alox8	-14.325421942999771	9.398492930184757	25126.212127388368	0	0
Kirrel3os	-14.325224980706425	9.397775240142396	25083.757829467002	0	0
Gm15943	-14.32520992663151	9.397829212270354	25088.150065854974	0	0
Gm48508	-14.325191945945837	9.396854725092398	25032.617401278123	0	0
Ankdd1b	-14.325174579735695	9.398289825134784	25112.465558879358	0	0
Cgas	-14.325001187960753	9.399753385689815	25192.887079614466	0	0
Gm35715	-14.32488794976613	9.398223990369994	25107.482995124923	0	0
Dnaaf4	-14.324887582100095	9.39811541030732	25104.324300322016	0	0
Slc17a9	-14.324436196653556	9.398025053755205	25095.976326343964	0	0
Tmem141	-14.324415067461533	9.3995792611362	25181.37154070633	0	0
Cd68	-14.324397562168873	9.400836088517599	25247.242215180493	0	0
Gm8281	-14.324136170474405	9.398254693149832	25108.56671034865	0	0
Ces5a	-14.324134268876902	9.397489177699999	25065.814400810345	0	0
Gm50145	-14.323970463569735	9.398807407285517	25138.816323371288	0	0
Tmem173	-14.323957237694282	9.398606764102999	25126.316547864528	0	0
Ptpn18	-14.32389254676207	9.400968746214007	25252.961437883914	0	0
Rfc5	-14.323862753594055	9.399571091432716	25182.056101233746	0	0
Gm45051	-14.323761823320593	9.39785350225113	25086.49919734354	0	0
Cyp2j12	-14.323652012706074	9.396878607245053	25030.22746014662	0	0
Gm42875	-14.323642371045606	9.398177081462686	25105.020389202513	0	0
Asic4	-14.323573592177594	9.398341114006662	25111.74487022806	0	0
Arrdc2	-14.323427958598309	9.399820668717709	25193.15306298292	0	0
1110020A21Rik	-14.323424188096833	9.397246865161607	25051.889848924977	0	0
Gm15178	-14.323393482986377	9.398421096399773	25117.832668437044	0	0
Gm16059	-14.323388228739752	9.400395770672324	25223.79446061498	0	0
Gm13524	-14.323353674695996	9.399494012803268	25176.66443514398	0	0
Smim3	-14.323276039331613	9.39775772493268	25079.64798704333	0	0
9330118I20Rik	-14.323202711453249	9.39798271154722	25092.465099515295	0	0
Pcdhga7	-14.32320004058758	9.398156964637085	25101.68308324357	0	0
Rad51ap1	-14.32317401189652	9.39777907411722	25079.20789487727	0	0
1700019A02Rik	-14.323089690394243	9.396023974276147	24981.0758746272	0	0
Pmfbp1	-14.32307400919932	9.396856651261938	25030.86554032237	0	0
4933421D24Rik	-14.32296752143165	9.398114331501917	25098.66800631414	0	0
Zfp619	-14.322965730058318	9.398119420168364	25098.527885699943	0	0
Bcas3os2	-14.32288927935251	9.399543847278316	25177.81821605514	0	0
Gm42397	-14.322874754279889	9.397196049031168	25047.782086241597	0	0
Gm19705	-14.322868206298466	9.398391515651925	25113.159301677213	0	0
Gm30873	-14.3228349700463	9.398023270664924	25092.86745285717	0	0
Ier5	-14.322550181663061	9.398466734619024	25115.98959824926	0	0
Zfp358	-14.322522887245931	9.398830093367588	25137.069073186733	0	0
Rnf113a1	-14.322516885899633	9.397815002493887	25081.074915937028	0	0
Zfp689	-14.322323652508803	9.39867883709877	25129.13423988403	0	0
Rhod	-14.322299968454114	9.399362046382361	25165.78798639478	0	0
Ttc32	-14.322210279894438	9.398513463481978	25118.499687208598	0	0
Slc13a1	-14.322134919745427	9.3975912462288	25066.584044305742	0	0
Gm29325	-14.32202054115224	9.397921663303167	25086.79864910405	0	0
Anxa10	-14.321996466554374	9.397541878453632	25065.595386451107	0	0
Gm49890	-14.321853592579671	9.399530369084918	25173.878051756164	0	0
Gm26839	-14.32176961024134	9.39852109004082	25119.703984560158	0	0
Gm10847	-14.321713494752519	9.398357518848336	25110.284082363574	0	0
Gm29418	-14.321647672951203	9.397026208313827	25036.29929916376	0	0
Pygm	-14.321622634291366	9.400298013366998	25213.12600390419	0	0
Doc2b	-14.321459522279127	9.39891727940278	25138.34293617211	0	0
Htr5a	-14.321255911905826	9.397466205153002	25060.754452317393	0	0
Gm7457	-14.321232849576555	9.39839606534347	25111.308562914586	0	0
Gm16346	-14.32119899086731	9.398179319481228	25098.505644072335	0	0
Prr36	-14.321189013038582	9.399091974061472	25148.223995156906	0	0
Tmem255b	-14.321106309407424	9.398507058901993	25111.23861758138	0	0
1700063D05Rik	-14.321085717295022	9.396415357604686	24999.500705986207	0	0
Tmem125	-14.320999243995677	9.397409958698082	25055.377475951565	0	0
Gm42701	-14.320995902930491	9.396317986523034	24994.61634567554	0	0
Gucy2d	-14.320982780168546	9.39955339028821	25171.878074440843	0	0
Syce2	-14.320783385145969	9.397269644608167	25047.815761125996	0	0
Gm11739	-14.320775785695515	9.399017372634294	25144.293311951384	0	0
Gm9925	-14.320734211736669	9.399185218653784	25151.921396819012	0	0
Opn5	-14.320653058594456	9.397688761876044	25071.866605978284	0	0
Slc9b2	-14.32057823881289	9.399728837085908	25182.402802660272	0	0
Catsperg1	-14.320462540625227	9.399259546943158	25154.77022784306	0	0
Gm34589	-14.32041350750507	9.39881527610874	25129.60969753271	0	0
Boll	-14.320351839194927	9.398460865447221	25111.634089319206	0	0
Mki67	-14.320332871376568	9.400860205776873	25240.987079415863	0	0
Speer4a	-14.320180936309262	9.398718094513772	25127.102379561362	0	0
Zfp959	-14.320126950477787	9.39928305656458	25157.30011559744	0	0
Gm12542	-14.320115409609645	9.398069436322576	25090.76699477477	0	0
Tfap2a	-14.32009560797166	9.39829485999259	25103.750543511396	0	0
8030451A03Rik	-14.320029645065505	9.398788529271721	25123.7265512722	0	0
Ccl5	-14.319744470483728	9.401136362746506	25253.031825020542	0	0
Gm37915	-14.31970807461477	9.397454595342904	25055.325253737123	0	0
Rbm15b	-14.319683555130753	9.397963178274475	25083.153098948387	0	0
2210011C24Rik	-14.319679311586784	9.396116094806642	24979.466403773695	0	0
BC048403	-14.319651531417284	9.397415433871311	25053.5419407312	0	0
Gemin6	-14.31957984326204	9.398531996579987	25115.46719668688	0	0
1700061G19Rik	-14.319513814438203	9.398509408329797	25114.13466524135	0	0
Gm15774	-14.319459669745715	9.399153752392248	25148.969827757526	0	0
1700048O20Rik	-14.319408281174407	9.398053240243794	25088.800663622616	0	0
Gm27206	-14.319395516019599	9.398352330868459	25105.602218163098	0	0
Trmt12	-14.319310996511721	9.39806730071302	25087.91303907278	0	0
Gmnn	-14.319221951198784	9.398017196162774	25086.077678802183	0	0
4930481A15Rik	-14.319164749698592	9.398840834555562	25131.509147474488	0	0
Gm36903	-14.319143774793451	9.398935235714363	25134.000057318848	0	0
Gm30541	-14.319098364756815	9.399774345928934	25181.93159007976	0	0
Gm43258	-14.319095315049724	9.39695056551526	25025.700789723138	0	0
9030407P20Rik	-14.319016635229897	9.398924425355464	25136.0351870256	0	0
Zfp870	-14.318923329756533	9.398504860517084	25111.69141811064	0	0
Ankrd34c	-14.318883183685104	9.397824712203798	25076.25389811339	0	0
Glb1l2	-14.318850089431036	9.400004152436308	25191.845707734294	0	0
Npnt	-14.318808623313155	9.400394175063598	25213.39345538174	0	0
Gm19325	-14.318717403113082	9.397579104775437	25061.39131887645	0	0
Tmem140	-14.318684911314989	9.397906238112059	25077.97882307452	0	0
Ak4	-14.318653435330852	9.400063155082178	25195.2305974445	0	0
Tex52	-14.318639866116374	9.397620203913984	25063.0469836485	0	0
Gm49906	-14.318552256304994	9.39863468728087	25117.370156870962	0	0
Gm46332	-14.318516688079402	9.39943532771881	25162.38961963525	0	0
Gm12166	-14.3184641757055	9.397566945676965	25058.219201390137	0	0
